subject,version,moral_wrong,moral_will,moralRT,gender,age,politics,race,timestamp,id
AQ53YJDPDDLZ,experiment3_replication_real,-1,-1,-1,Male,41,-1,Asian,2021-12-22 15:06:39,908
A3RN5GD583FY4K,experiment3_replication_real,-1,-1,-1,Male,41,-1,White,2021-12-22 15:07:24,909
A3EYRDEQ7CXUMN,experiment3_replication_real,-1,-1,-1,Male,51,-1,Other,2021-12-22 15:07:31,910
AZFBQWB2VSG5D,experiment3_replication_real,-1,-1,-1,Female,29,-1,White,2021-12-22 15:08:01,911
A1UZ91EFSJFUM8,experiment3_replication_real,-1,-1,-1,Female,44,-1,White,2021-12-22 15:08:04,912
A10Z9NV22LNS5A,experiment3_replication_real,-1,-1,-1,Female,44,-1,White,2021-12-22 15:08:07,913
A1G6F1HWIS2K2K,experiment3_replication_real,-1,-1,-1,Female,53,-1,White,2021-12-22 15:09:25,914
A2JJIYN79SQWT7,experiment3_replication_real,-1,-1,-1,Female,53,-1,Black or African American,2021-12-22 15:10:07,915
A2137K4XEU12TI,experiment3_replication_real,-1,-1,-1,Female,46,-1,White,2021-12-22 15:10:23,916
A225BMTMXUR5F4\n,experiment3_replication_real,-1,-1,-1,Female,52,-1,White,2021-12-22 15:10:28,917
A2WZTMXWD20NYE,experiment3_replication_real,-1,-1,-1,Male,42,-1,"Hispanic, Latinx, or Spanish origin",2021-12-22 15:10:40,918
A1UXSPA640D4HZ,experiment3_replication_real,-1,-1,-1,Female,36,-1,White,2021-12-22 15:10:46,919
AFJFYJZ849YOZ,experiment3_replication_real,-1,-1,-1,Female,22,-1,White,2021-12-22 15:11:09,920
A34FFFROPR98NA,experiment3_replication_real,-1,-1,-1,Female,41,-1,White,2021-12-22 15:11:37,921
A2D98V3ZYWDMJO,experiment3_replication_real,-1,-1,-1,Male,58,-1,White,2021-12-22 15:12:13,922
A2BL6ZVUM0B9C8,experiment3_replication_real,-1,-1,-1,Male,52,-1,White,2021-12-22 15:12:16,923
A1JGZD9FUDYJ30,experiment3_replication_real,-1,-1,-1,Male,38,-1,White,2021-12-22 15:15:24,924
AXKVHJHF1EOVT,experiment3_replication_real,-1,-1,-1,Male,43,-1,White,2021-12-22 15:17:06,925
A1QMJNJ5FGC09,experiment3_replication_real,-1,-1,-1,Male,23,-1,Black or African American,2021-12-22 15:19:01,926
A3M8O363B3IAKE,experiment3_replication_real,-1,-1,-1,Male,47,-1,Other,2021-12-22 15:19:49,927
A2I9PUZT19ZBO8,experiment3_replication_real,-1,-1,-1,Male,33,-1,White,2021-12-22 15:21:17,928
A18WSAKX5YN2FB,experiment3_replication_real,-1,-1,-1,Female,43,-1,Other,2021-12-22 15:21:37,929
A3OPRR8AXT6OSJ,experiment3_replication_real,-1,-1,-1,Male,53,-1,White,2021-12-22 15:21:48,930
A1EQ60VAICF0S7,experiment3_replication_real,-1,-1,-1,Male,40,-1,White,2021-12-22 15:22:02,931
ARJ8XLYXTWNE,experiment3_replication_real,-1,-1,-1,Female,30,-1,Black or African American,2021-12-22 15:22:23,932
ASK6BGTYY8SV1,experiment3_replication_real,-1,-1,-1,Female,41,-1,White,2021-12-22 15:22:25,933
